pickup_location,destination_location,num_stops,distance_km,duration_min,actual_eta_min,weather,time_of_day,traffic_level
Port Allenberg,Port Michael,2,141.18,199.17,207.49,Rainy,Afternoon,Light
Port Monicashire,North Melanieport,1,489.37,549.35,511.99,Foggy,Morning,Heavy
Davismouth,North Michelle,2,281.95,372.2,391.39,Foggy,Afternoon,Moderate
Lake Joseph,West Juliaborough,3,399.45,410.35,407.03,Clear,Evening,Light
Hoffmanville,Melissatown,2,285.41,317.78,294.25,Cloudy,Evening,Heavy
North Adam,Mcclainhaven,3,342.39,455.02,451.86,Cloudy,Evening,Heavy
North Tony,West Calvin,1,61.14,91.56,87.94,Cloudy,Evening,Heavy
Andersonburgh,Port Matthewshire,0,196.83,226.96,216.96,Clear,Morning,Moderate
Dianamouth,Michaelfort,2,150.09,161.98,161.92,Foggy,Evening,Light
Mcdonaldberg,Chamberstown,0,186.43,204.21,216.89,Cloudy,Afternoon,Moderate
Port Randallmouth,Henryton,2,403.61,568.37,593.38,Foggy,Afternoon,Heavy
New Alexanderstad,Reynoldsborough,0,93.62,130.4,129.26,Cloudy,Afternoon,Light
South Michelle,East Kimberly,1,124.94,178.1,192.36,Clear,Afternoon,Light
East Desireeland,Port Ann,2,454.48,670.18,628.08,Cloudy,Afternoon,Heavy
Port Jonathanfurt,Travisburgh,2,165.78,201.55,187.91,Clear,Night,Moderate
Nancybury,East Dwaynestad,1,423.2,563.34,596.59,Foggy,Afternoon,Heavy
Bakerfort,South Stephanieville,2,131.22,176.67,165.0,Cloudy,Morning,Heavy
Lake Garrett,Lake Victor,0,106.47,147.63,150.55,Foggy,Evening,Heavy
North Theresaville,Amberhaven,2,223.54,251.83,261.5,Clear,Afternoon,Moderate
Port Ryanchester,Loganland,0,29.67,36.68,38.82,Rainy,Morning,Light
West Cameron,Markfort,2,63.15,73.66,69.77,Clear,Night,Light
Palmerfort,West Christopherville,2,321.35,328.96,306.62,Clear,Afternoon,Heavy
South Eugenehaven,Stevenside,0,463.56,503.78,543.41,Foggy,Evening,Moderate
Pamelaland,North Elizabethside,0,262.83,304.31,321.93,Cloudy,Afternoon,Light
Laurabury,East Luisburgh,1,430.2,556.87,553.67,Clear,Morning,Light
East Jay,New Matthewland,3,483.03,541.37,520.41,Rainy,Morning,Moderate
East Williamtown,Crystalport,2,43.19,62.43,62.0,Rainy,Afternoon,Moderate
Noahport,New Jonathanburgh,1,242.02,255.25,268.57,Cloudy,Morning,Heavy
East Austinfurt,Hoffmanview,2,329.41,470.39,488.21,Clear,Morning,Moderate
North Laura,Martinfurt,0,63.02,90.3,84.24,Clear,Evening,Light
Lake Sandra,Port Paulbury,0,488.94,724.26,705.3,Cloudy,Evening,Moderate
Rushport,Shannonmouth,2,14.54,18.0,17.83,Foggy,Night,Moderate
Whitneytown,South Jamesberg,3,242.42,350.58,316.53,Foggy,Evening,Moderate
New Jacobville,Port William,3,132.24,150.97,165.22,Clear,Afternoon,Moderate
North Andreaside,Port Monicaberg,2,398.78,432.37,397.72,Foggy,Afternoon,Light
South Timothy,Jenningsbury,2,388.52,530.34,524.36,Rainy,Night,Light
West Lisa,Crystalville,3,213.77,294.07,280.83,Foggy,Afternoon,Heavy
Port Alexandra,East Ashleymouth,2,219.89,306.3,311.22,Cloudy,Morning,Moderate
West Kerry,South Jackie,2,14.05,20.94,22.25,Cloudy,Evening,Moderate
Paigemouth,Tylerside,3,145.28,210.5,204.23,Rainy,Afternoon,Heavy
Stephanieburgh,East Joshuashire,2,327.38,346.73,364.69,Foggy,Night,Moderate
Markton,Lake David,0,139.95,169.72,164.46,Clear,Morning,Light
Ibarraland,Fieldsfort,1,50.23,52.96,55.31,Cloudy,Evening,Heavy
Matthewfort,South Cameron,3,469.53,646.45,603.18,Foggy,Afternoon,Heavy
West Sherriburgh,West Nancyberg,0,334.48,408.03,399.78,Cloudy,Night,Moderate
Charlesborough,East Edwardmouth,1,108.55,161.92,168.3,Rainy,Evening,Moderate
Lake Michael,Davisfort,1,263.59,339.58,357.9,Cloudy,Evening,Light
Ruizburgh,Erikfort,1,26.88,36.99,38.02,Clear,Evening,Light
Hernandezberg,Philipshire,2,209.26,295.24,274.0,Rainy,Night,Light
Craighaven,New Angelastad,3,476.2,709.06,702.54,Clear,Night,Moderate
South Elizabethberg,Port Brendanmouth,0,340.79,438.59,446.84,Rainy,Afternoon,Moderate
Sarahport,Jeanberg,2,264.34,290.49,276.92,Rainy,Afternoon,Moderate
East Christopher,South Michael,3,63.07,75.57,69.85,Cloudy,Morning,Heavy
North Matthewtown,Dannyport,2,125.38,142.26,132.75,Cloudy,Night,Moderate
North Ashley,Hamiltonfort,1,287.48,385.1,368.86,Foggy,Night,Heavy
Port Juliafurt,West Alisha,3,456.21,491.87,535.87,Clear,Evening,Moderate
Christophertown,Mackenzietown,3,176.67,225.8,217.04,Clear,Morning,Moderate
Josephton,Benjaminbury,0,251.07,251.26,260.27,Clear,Night,Moderate
Port Tracyborough,Glennton,0,130.15,168.16,156.86,Rainy,Afternoon,Moderate
South Phillipville,North Kennethside,3,361.03,524.95,555.56,Foggy,Night,Moderate
Smithfort,Port Alyssa,1,31.35,33.3,32.32,Foggy,Evening,Light
Kathrynfort,New Lisa,3,390.51,537.6,548.5,Cloudy,Afternoon,Heavy
Henrystad,West Allisonstad,0,25.81,32.55,32.15,Clear,Morning,Light
Amychester,East Lauriemouth,2,262.45,323.78,323.21,Clear,Afternoon,Heavy
Scottfurt,Cruzview,1,342.99,447.87,455.38,Rainy,Morning,Heavy
Walkerfurt,Sethberg,2,191.05,239.15,234.13,Rainy,Night,Heavy
Reevesmouth,East Neil,3,59.12,63.51,57.46,Foggy,Afternoon,Heavy
North Dustinland,Lewisfort,0,477.08,639.37,622.64,Rainy,Evening,Moderate
Port Gregorybury,Griffithview,0,427.88,590.77,543.31,Foggy,Morning,Moderate
East Andrea,New Juliefurt,3,390.4,412.81,390.15,Cloudy,Morning,Light
New Patrick,Wilsonton,0,378.58,404.7,443.64,Cloudy,Night,Moderate
Margaretton,South Michelleborough,2,185.82,278.01,251.79,Rainy,Evening,Moderate
South Christymouth,Rossland,0,152.47,223.8,206.59,Foggy,Evening,Moderate
West Danielland,Port Williamville,0,425.05,495.58,519.52,Rainy,Evening,Heavy
New Samuel,West Carl,1,360.73,483.97,496.59,Clear,Morning,Moderate
Amyburgh,Michaelton,2,312.16,338.21,356.4,Foggy,Afternoon,Moderate
Port Michael,Port Christina,2,314.23,357.17,379.05,Foggy,Morning,Moderate
South Debra,Makaylafort,1,203.52,270.88,256.03,Clear,Morning,Light
South Rebecca,Normanborough,2,445.49,456.26,450.67,Foggy,Morning,Heavy
South Christopher,Port Nicholasbury,0,315.53,328.59,304.56,Cloudy,Evening,Heavy
Joseland,Wadeton,0,373.64,534.2,492.41,Clear,Afternoon,Heavy
Hobbsside,New Billy,0,351.04,410.29,430.48,Foggy,Evening,Moderate
Andersonland,North Robertland,2,448.24,507.14,545.23,Foggy,Night,Moderate
New Jessicachester,Port Jeffreyfurt,3,367.15,537.97,560.89,Cloudy,Night,Light
West Nathanville,Port Crystal,2,376.75,465.4,473.07,Foggy,Night,Heavy
Port Jeremyfurt,South Kevinburgh,1,127.56,136.69,140.09,Clear,Afternoon,Moderate
Davisborough,Lake Jessica,0,413.54,572.73,530.38,Cloudy,Night,Moderate
New Linda,Elizabethstad,1,46.78,51.25,46.62,Clear,Night,Heavy
East Jay,Kennethtown,3,324.8,419.49,409.63,Foggy,Evening,Heavy
West Jonathanton,East Andrea,0,172.89,182.92,190.65,Rainy,Night,Light
Campbellchester,Barrtown,1,315.91,433.2,447.7,Clear,Morning,Light
Frankshire,Williamsside,0,300.87,417.97,409.3,Foggy,Afternoon,Moderate
South Philip,Jillton,1,95.07,111.31,100.73,Foggy,Night,Light
Smithberg,Wongmouth,0,200.83,266.12,250.09,Foggy,Evening,Light
New Tammystad,Lake Aprilshire,3,415.4,475.4,490.54,Clear,Evening,Moderate
North Beth,East Justin,1,440.59,620.13,609.06,Rainy,Morning,Heavy
Littlehaven,West Aprilport,0,231.01,326.71,320.29,Rainy,Afternoon,Heavy
Branchton,South Tina,2,436.75,474.54,438.26,Foggy,Evening,Light
Rodriguezstad,North Sarahburgh,0,274.12,384.37,384.11,Rainy,Night,Light
West Scottchester,Lake Kevinfort,1,271.85,318.99,319.51,Foggy,Morning,Heavy
East Robert,West Devin,3,19.62,27.42,26.43,Foggy,Morning,Light
Lake Jose,New Carlaberg,0,487.95,689.14,676.85,Rainy,Morning,Heavy
West Carlyhaven,Alexandermouth,2,396.94,550.31,594.38,Foggy,Morning,Moderate
West Rebeccamouth,West Meganberg,2,41.9,48.15,49.63,Foggy,Night,Heavy
Smithhaven,East Brandiberg,0,258.81,317.68,296.7,Clear,Evening,Light
Codymouth,Annaburgh,3,426.61,569.39,517.03,Clear,Afternoon,Moderate
Lake Patrick,West Francesfort,3,37.26,47.62,43.77,Rainy,Afternoon,Heavy
North William,New Davidborough,2,206.46,221.18,231.92,Cloudy,Morning,Heavy
Port Michael,South Tammyburgh,1,54.9,68.39,71.81,Clear,Afternoon,Heavy
Starkstad,Escobarview,3,312.89,371.5,357.06,Foggy,Afternoon,Moderate
Mayborough,Jonathanton,1,453.03,570.08,615.85,Rainy,Afternoon,Light
New Michelleville,North Cynthia,1,171.91,189.7,186.02,Rainy,Night,Heavy
West Nathantown,West Jeffrey,2,493.78,510.77,506.25,Foggy,Afternoon,Moderate
Haneyhaven,North Jessica,1,121.39,176.99,190.51,Cloudy,Morning,Heavy
Ramseyberg,Lake Joseph,1,262.17,354.87,326.72,Cloudy,Evening,Heavy
Port Ethan,Cummingsmouth,1,491.13,509.79,548.29,Foggy,Night,Heavy
Steveside,Dukeburgh,2,416.01,569.39,515.3,Rainy,Evening,Heavy
New Angelastad,Jessicaburgh,3,79.72,97.93,97.36,Clear,Evening,Light
Kurtfort,West Dustin,2,390.75,468.0,511.57,Foggy,Evening,Moderate
Lake Juliahaven,East Karenside,1,289.52,327.33,344.51,Clear,Afternoon,Light
North Kathleenville,Rodriguezhaven,0,371.0,436.19,399.24,Rainy,Evening,Heavy
South Laurie,North Anaview,1,136.02,163.76,160.08,Rainy,Morning,Heavy
Jonathanborough,East Randy,3,352.61,523.82,471.77,Rainy,Night,Light
New Jasonland,Emilychester,1,310.01,369.43,351.97,Cloudy,Morning,Heavy
Raymondmouth,Christopherberg,1,147.25,194.44,200.81,Foggy,Morning,Heavy
Port Edgar,Port Nicoleton,3,37.34,38.78,41.59,Clear,Morning,Heavy
Sethtown,Smithville,0,194.93,239.41,252.98,Rainy,Morning,Heavy
New Melissa,Powellfort,3,261.44,354.74,337.67,Foggy,Evening,Light
North Austinville,North Brandonmouth,2,302.61,418.77,385.26,Cloudy,Evening,Light
South Emily,Gibsonfurt,2,279.68,399.63,407.82,Clear,Evening,Heavy
New Linda,Melissaton,2,63.92,68.28,66.33,Clear,Afternoon,Heavy
South Brianchester,West Dianaton,1,254.7,368.44,369.55,Rainy,Afternoon,Moderate
New Kevin,Jennifershire,3,463.92,563.89,550.91,Rainy,Afternoon,Heavy
Lake Christineville,East Susan,0,389.08,391.21,382.49,Cloudy,Night,Heavy
Sharonland,Hahnview,0,89.33,117.78,128.01,Cloudy,Evening,Light
South Danielmouth,East Lukeville,1,151.96,219.05,198.63,Cloudy,Night,Light
Morahaven,Lake Reginaldberg,2,29.86,40.15,36.2,Cloudy,Morning,Moderate
Port Morganview,East Christopher,3,176.44,252.65,234.68,Cloudy,Afternoon,Light
Richardsport,Port Craig,1,68.63,89.21,83.01,Clear,Morning,Moderate
Susanstad,Port John,1,53.34,69.72,75.21,Cloudy,Night,Heavy
South Briannabury,Adamfort,1,11.14,12.53,11.86,Foggy,Afternoon,Heavy
Sarahfort,East David,2,321.55,342.54,366.11,Cloudy,Evening,Moderate
Patrickberg,Williamville,2,133.54,191.81,189.83,Clear,Evening,Light
South Brent,North Kristineside,2,271.71,321.01,304.22,Clear,Morning,Moderate
Lake Dave,Smithville,0,31.97,43.93,48.1,Foggy,Afternoon,Light
New Brandon,Port Brooke,0,182.08,204.93,188.46,Foggy,Morning,Heavy
Andersonfort,Lake Christopher,3,117.93,162.53,173.07,Cloudy,Afternoon,Moderate
Port Teresa,Nicolemouth,1,258.98,304.64,321.13,Rainy,Afternoon,Moderate
Morseshire,Lake Brookehaven,2,425.6,542.89,521.61,Foggy,Evening,Moderate
Olivialand,Millerview,3,62.85,78.97,75.25,Foggy,Afternoon,Moderate
Ballside,Carlaborough,0,171.19,200.57,206.91,Foggy,Evening,Heavy
South Erica,Buckhaven,1,178.15,199.4,202.94,Cloudy,Night,Moderate
Oliverbury,South Amyberg,0,473.92,542.08,536.59,Cloudy,Afternoon,Moderate
Anthonyshire,New Daniel,0,360.28,534.27,574.47,Foggy,Night,Heavy
South Sarahaven,West Stevenborough,3,452.2,551.12,555.33,Clear,Evening,Moderate
Andersonfurt,North Nataliemouth,0,393.51,535.2,556.7,Rainy,Morning,Moderate
East Lindaview,Dicksonbury,1,56.5,67.98,61.77,Foggy,Night,Light
Jimenezchester,Jessicafurt,0,320.26,334.81,356.08,Rainy,Evening,Light
New Molly,Amybury,1,305.21,414.22,439.84,Rainy,Morning,Moderate
Williamsshire,Kristinafort,2,140.8,151.78,153.03,Cloudy,Morning,Heavy
Scottstad,Lake Frankstad,1,189.52,233.45,229.5,Foggy,Evening,Moderate
North Ambershire,South Danny,3,496.2,537.57,551.88,Cloudy,Afternoon,Moderate
Taylormouth,Butlermouth,0,24.65,30.54,33.17,Foggy,Night,Heavy
South Tinafurt,East Catherine,0,310.52,382.65,364.08,Clear,Morning,Light
Lake Jenniferland,Cindyland,3,45.89,48.09,52.43,Rainy,Night,Moderate
West Davidmouth,Virginiahaven,0,389.84,429.54,424.76,Clear,Afternoon,Heavy
Brianchester,Port Williambury,1,269.18,393.08,363.53,Rainy,Night,Light
Flemingfurt,New Jeffreyberg,3,426.79,461.78,490.25,Rainy,Afternoon,Heavy
New David,North Robertmouth,0,422.77,449.98,472.37,Foggy,Night,Moderate
West Joshuaville,Caseport,0,214.28,305.17,294.13,Rainy,Afternoon,Moderate
East Michaelville,Port Angelafurt,0,393.36,527.45,491.03,Cloudy,Evening,Moderate
East Adamburgh,Lake Thomas,1,285.63,304.89,284.04,Clear,Afternoon,Moderate
Kelseymouth,Lake Christinafurt,3,353.8,422.84,448.16,Cloudy,Morning,Moderate
West Cynthiastad,Port Dianetown,2,353.97,357.49,365.37,Rainy,Evening,Light
East Kevinside,Lake Dawnland,0,183.91,186.7,188.16,Cloudy,Evening,Heavy
Johnsonport,Melissaland,2,70.47,76.55,83.75,Clear,Night,Moderate
Raymondton,Aaronmouth,1,348.76,352.61,329.31,Foggy,Evening,Moderate
East Tyronefort,Kennethton,3,53.53,64.9,59.25,Cloudy,Morning,Heavy
Walkerberg,Christopherville,1,344.85,347.34,316.39,Clear,Night,Heavy
Ortizshire,Port Daniel,3,473.87,622.8,616.72,Foggy,Afternoon,Heavy
Michaelmouth,East Karenton,2,491.85,669.98,694.3,Clear,Morning,Light
West Patrickbury,Lauraport,2,261.84,272.99,283.39,Cloudy,Evening,Light
Lake Richard,Harrellmouth,0,370.64,532.07,580.56,Rainy,Afternoon,Heavy
Hortonton,North Jeremytown,0,385.44,537.37,540.2,Clear,Morning,Heavy
Waltonport,Lake Michael,0,203.94,279.35,294.32,Clear,Evening,Light
Lake Adrian,East Terri,3,166.99,209.55,221.4,Clear,Morning,Light
East Kayla,Port Saramouth,1,441.36,646.17,634.49,Clear,Night,Heavy
East Jessica,Ramirezport,2,263.82,387.42,399.61,Clear,Evening,Heavy
Thompsonhaven,East Johnview,1,415.76,522.35,483.81,Foggy,Morning,Moderate
New Loriland,West Teresa,0,273.06,363.58,360.39,Rainy,Morning,Light
Port Timothyville,Lake Lisa,0,204.5,214.71,201.13,Clear,Night,Heavy
Roberthaven,Edwardview,0,95.66,121.73,121.62,Rainy,Morning,Light
Jonesmouth,Nathanfort,3,73.87,109.06,103.43,Rainy,Evening,Moderate
Ricardofort,North Jamie,2,274.07,286.95,286.45,Rainy,Evening,Light
West Vincent,Markborough,0,65.39,96.48,95.14,Cloudy,Afternoon,Heavy
Ernesttown,South Brenda,3,112.48,125.83,119.33,Cloudy,Afternoon,Moderate
Hartbury,New Willie,0,399.05,523.48,514.95,Clear,Evening,Light
Davisshire,Lake Kimberly,3,134.89,144.63,154.65,Foggy,Night,Light
Smithhaven,West Jennifer,2,359.16,438.36,467.21,Clear,Afternoon,Moderate
East Christinaport,Velezside,3,100.98,149.74,139.12,Foggy,Evening,Light
Coxstad,Port Dianefurt,3,53.75,67.45,67.72,Cloudy,Morning,Light
Khanhaven,Morganville,2,242.61,267.58,280.2,Rainy,Morning,Light
Gregorybury,South Crystalport,0,404.77,421.91,463.36,Rainy,Morning,Heavy
Port Julieburgh,Jonathanburgh,1,35.88,41.13,44.83,Cloudy,Afternoon,Heavy
South Brandontown,Careymouth,1,141.98,170.88,163.97,Clear,Afternoon,Heavy
West Brittanybury,Deleonfort,3,46.53,47.91,46.83,Cloudy,Night,Moderate
North Heidi,Hoffmanberg,1,486.7,687.73,663.69,Rainy,Night,Heavy
Greenshire,Williamchester,1,13.47,19.27,20.17,Foggy,Morning,Moderate
Melissaton,New Travis,3,408.53,496.13,502.08,Cloudy,Morning,Moderate
West Sherry,Port Ryanville,2,93.49,125.12,112.94,Clear,Evening,Heavy
Leonardton,Colebury,2,353.46,466.93,439.81,Foggy,Afternoon,Heavy
North Sethstad,Riddlestad,2,312.07,431.12,421.87,Foggy,Evening,Light
Stuartborough,North Tracey,1,423.91,522.02,513.82,Clear,Morning,Moderate
Stewarttown,Calderonchester,0,469.14,507.41,502.85,Foggy,Afternoon,Heavy
Donnaburgh,West Willie,3,130.47,173.0,185.87,Rainy,Night,Moderate
Lambmouth,Port Justinbury,0,83.25,90.66,83.23,Rainy,Afternoon,Heavy
Cohenburgh,West Kenneth,3,235.21,296.08,268.3,Clear,Afternoon,Light
Emilyfurt,Martinezland,0,193.0,225.23,214.84,Cloudy,Night,Light
Robbinsberg,Andrewmouth,0,156.2,217.1,237.21,Foggy,Morning,Light
Valeriefurt,New Donna,2,339.58,466.17,446.41,Rainy,Afternoon,Moderate
Meganborough,Kimberlyville,2,419.45,577.38,599.43,Rainy,Afternoon,Light
Brownfort,Michaelmouth,3,151.98,161.91,151.91,Foggy,Evening,Light
Port Edward,Johnsonton,2,200.06,271.58,273.12,Rainy,Afternoon,Heavy
East Michael,Laurenfort,2,132.63,175.8,166.39,Foggy,Morning,Light
Donnaberg,Rushmouth,3,196.03,272.18,269.58,Clear,Evening,Moderate
Port Susan,South Michelle,1,285.64,312.39,290.26,Clear,Evening,Moderate
Edwardsmouth,Ericshire,2,66.82,92.71,85.99,Cloudy,Evening,Heavy
East Michaelport,West Tammy,1,391.23,558.69,563.57,Cloudy,Afternoon,Light
Matthewfurt,East Jamesfort,1,458.48,647.13,585.66,Cloudy,Night,Moderate
Lake Sethton,Ryanside,3,24.2,31.67,31.61,Clear,Afternoon,Moderate
East Aaron,Lake Wendyton,3,314.63,368.99,374.01,Rainy,Evening,Heavy
Hillbury,Port Kevin,3,79.49,104.49,103.33,Cloudy,Evening,Heavy
New Hunter,Elainefurt,1,259.97,307.12,300.01,Rainy,Afternoon,Moderate
New Jillfort,West Stephaniefort,2,114.45,145.43,150.0,Cloudy,Morning,Heavy
West Jennifer,Nguyentown,0,326.29,467.8,458.51,Cloudy,Morning,Moderate
Port Belindafort,Bobbyberg,3,420.48,575.98,560.84,Clear,Evening,Heavy
East Daniellebury,Laurenview,2,198.9,210.67,203.55,Clear,Evening,Light
East Jeffreyport,South Susanside,0,261.56,384.24,372.62,Rainy,Evening,Heavy
Amberview,East Benjaminmouth,1,250.0,298.09,312.74,Clear,Evening,Light
Walkerbury,East Douglas,1,172.16,249.06,267.96,Foggy,Evening,Light
West Yvonne,West Mariaville,3,338.67,394.03,368.15,Clear,Night,Heavy
Danielburgh,Wareborough,2,139.46,158.68,145.08,Rainy,Night,Moderate
North Marioport,Lake Ricky,2,269.41,320.81,347.17,Cloudy,Morning,Heavy
Garciaview,South Traci,0,408.62,553.29,567.37,Rainy,Afternoon,Heavy
New Roger,New Michelle,1,335.37,442.03,468.56,Clear,Evening,Moderate
Rothfurt,Arnoldport,1,44.04,49.9,49.12,Foggy,Afternoon,Light
Collinston,Angelicaside,1,296.71,430.16,445.05,Clear,Afternoon,Moderate
Lake Arthur,Collinsport,2,236.16,353.91,358.66,Cloudy,Afternoon,Heavy
East Elizabeth,North Brandon,3,378.42,433.57,468.11,Clear,Evening,Moderate
Robertfort,Travisshire,0,414.21,495.87,459.78,Rainy,Night,Heavy
Lake Maria,Lake Curtis,1,61.63,85.39,84.01,Rainy,Morning,Heavy
Michaelstad,North Debra,3,400.19,490.53,442.8,Foggy,Afternoon,Moderate
Arnoldhaven,West Connorburgh,0,94.63,135.99,141.24,Clear,Morning,Light
North Nicole,West Paultown,2,267.19,306.5,311.59,Foggy,Evening,Moderate
Port Brittany,North Joanna,3,319.08,323.71,350.48,Cloudy,Morning,Heavy
Vegaville,East Deniseborough,1,44.27,45.97,45.89,Clear,Night,Moderate
Andersonburgh,East Isaac,0,69.85,93.89,91.01,Cloudy,Night,Moderate
New Jennifer,Waltersfort,2,54.7,61.94,64.84,Cloudy,Night,Heavy
West Danamouth,Michaelshire,0,48.44,68.63,74.18,Foggy,Night,Heavy
Barbaramouth,Simpsonhaven,1,64.96,77.14,71.66,Rainy,Morning,Moderate
North Renee,North Elizabethview,2,368.63,421.39,402.1,Clear,Afternoon,Light
East Justin,Port David,1,131.26,141.43,148.79,Rainy,Night,Heavy
North Thomaschester,West Melissa,2,177.24,228.16,216.37,Rainy,Morning,Moderate
New Austin,South Thomastown,1,41.94,62.62,61.11,Clear,Evening,Moderate
Kelseyton,Lake Williambury,2,202.23,283.87,263.46,Cloudy,Evening,Moderate
Joannabury,Bakerport,0,85.94,122.43,129.26,Cloudy,Morning,Light
New Eric,Kathychester,3,488.85,594.39,552.29,Foggy,Morning,Moderate
Johnsonside,Craigburgh,0,131.09,188.37,204.98,Rainy,Afternoon,Moderate
Tanyachester,Brucebury,0,221.01,314.1,295.48,Clear,Night,Light
Glenhaven,New Erinburgh,3,28.79,36.32,39.12,Foggy,Morning,Moderate
North Amyville,Bullockshire,0,348.15,493.45,475.82,Rainy,Afternoon,Heavy
Tracytown,Adamsview,1,350.08,511.82,516.65,Clear,Afternoon,Heavy
Olivertown,North Kathrynville,1,157.86,174.76,168.29,Rainy,Morning,Moderate
Hillshire,South Timothy,1,62.32,81.53,78.29,Clear,Night,Light
Maldonadoberg,Hayesside,2,296.59,362.04,353.39,Clear,Afternoon,Heavy
Lake Christopher,New Jimmy,1,158.27,219.27,225.43,Rainy,Evening,Light
East Taylor,Clarkfort,1,299.6,361.93,342.83,Foggy,Morning,Heavy
East Davidbury,East Billy,3,29.58,35.74,34.61,Foggy,Afternoon,Heavy
New Paulburgh,West Gerald,0,244.39,283.63,268.63,Cloudy,Morning,Moderate
Olsonhaven,Ramosfurt,2,281.6,366.27,330.87,Clear,Night,Light
Lake Erica,Harmonstad,1,492.08,736.89,786.94,Rainy,Afternoon,Moderate
Barnettborough,Teresaberg,0,480.58,646.47,662.04,Rainy,Morning,Heavy
South Anthonyport,Rodriguezport,1,245.78,338.74,337.83,Rainy,Morning,Heavy
Watersmouth,Parksstad,2,108.68,113.73,105.9,Cloudy,Night,Moderate
Lake Danielleborough,Beckerton,3,299.08,318.85,340.87,Clear,Morning,Heavy
Barnesfort,East Thomas,1,74.91,86.33,78.64,Rainy,Afternoon,Heavy
North Robertview,Wallacemouth,2,257.67,281.06,287.94,Foggy,Evening,Light
Aaronton,Diazfurt,0,23.86,27.18,27.39,Rainy,Evening,Moderate
Susanshire,Kimfurt,0,354.98,495.76,535.1,Clear,Afternoon,Heavy
Jefferymouth,Johnmouth,1,353.41,360.22,376.3,Foggy,Afternoon,Light
Camposfort,Wareshire,2,188.45,218.04,227.94,Rainy,Morning,Light
Hallstad,South Jessicafort,2,187.87,216.64,230.19,Cloudy,Morning,Light
Michelleland,West Cheryl,2,492.35,668.31,722.18,Foggy,Evening,Moderate
Debbieberg,South Scott,1,150.9,178.85,190.07,Foggy,Evening,Heavy
New Lisa,Lake Hectorstad,3,276.58,371.49,357.62,Cloudy,Evening,Light
New Luke,Brooksland,2,426.14,632.63,653.47,Cloudy,Night,Moderate
Port Erikaport,Douglasmouth,0,421.44,546.2,592.25,Rainy,Evening,Heavy
Jamesmouth,Lake Lawrence,3,54.29,74.81,81.74,Clear,Afternoon,Heavy
South Stevenburgh,East Wendy,2,234.0,349.37,349.8,Foggy,Night,Heavy
Jerrybury,East Sarahstad,3,153.57,165.86,171.22,Clear,Evening,Heavy
Mallorychester,Robertton,3,274.65,344.17,362.51,Cloudy,Night,Light
North Heather,Lake Courtney,2,198.68,297.59,288.83,Clear,Evening,Moderate
Gomezfort,New Jacqueline,0,71.9,78.26,78.83,Clear,Evening,Light
Smithburgh,Juanberg,2,376.09,530.21,518.07,Cloudy,Night,Moderate
Cherylberg,West Rodneyview,0,211.62,258.92,273.85,Foggy,Evening,Light
South Amybury,East Kyleborough,2,73.44,75.41,81.77,Foggy,Afternoon,Light
Emilyshire,East Jasmine,1,17.87,18.83,17.99,Clear,Evening,Light
New Tammy,Port Jaredtown,2,167.12,233.77,230.1,Clear,Afternoon,Light
New Kathy,West Timothyside,0,84.97,105.38,99.49,Rainy,Morning,Heavy
